"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","312","test_logout_user","tests","Sat Jan 18 01:26:40 GMT 2025","passed","Sat Jan 18 01:26:40 GMT 2025","TestUser","test_user","",""
"","342","test_update_pet","tests","Sat Jan 18 01:26:35 GMT 2025","passed","Sat Jan 18 01:26:35 GMT 2025","TestPet","test_pet","",""
"","293","test_get_user_by_username","tests","Sat Jan 18 01:26:39 GMT 2025","passed","Sat Jan 18 01:26:39 GMT 2025","TestUser","test_user","",""
"","305","test_upload_image","tests","Sat Jan 18 01:26:37 GMT 2025","passed","Sat Jan 18 01:26:37 GMT 2025","TestPet","test_pet","",""
"","303","test_find_pets_by_tags","tests","Sat Jan 18 01:26:36 GMT 2025","passed","Sat Jan 18 01:26:37 GMT 2025","TestPet","test_pet","",""
"","313","test_delete_user","tests","Sat Jan 18 01:26:39 GMT 2025","passed","Sat Jan 18 01:26:40 GMT 2025","TestUser","test_user","",""
"","304","test_delete_order","tests","Sat Jan 18 01:26:37 GMT 2025","passed","Sat Jan 18 01:26:38 GMT 2025","TestStore","test_store","",""
"","289","test_login_user","tests","Sat Jan 18 01:26:40 GMT 2025","passed","Sat Jan 18 01:26:40 GMT 2025","TestUser","test_user","",""
"","300","test_create_user","tests","Sat Jan 18 01:26:40 GMT 2025","passed","Sat Jan 18 01:26:41 GMT 2025","TestUser","test_user","",""
"","315","test_find_pets_by_status","tests","Sat Jan 18 01:26:36 GMT 2025","passed","Sat Jan 18 01:26:36 GMT 2025","TestPet","test_pet","",""
"","292","test_get_inventory","tests","Sat Jan 18 01:26:38 GMT 2025","passed","Sat Jan 18 01:26:38 GMT 2025","TestStore","test_store","",""
"","305","test_create_users_with_list","tests","Sat Jan 18 01:26:38 GMT 2025","passed","Sat Jan 18 01:26:39 GMT 2025","TestUser","test_user","",""
"","302","test_delete_pet","tests","Sat Jan 18 01:26:36 GMT 2025","passed","Sat Jan 18 01:26:36 GMT 2025","TestPet","test_pet","",""
"","298","test_place_order","tests","Sat Jan 18 01:26:37 GMT 2025","passed","Sat Jan 18 01:26:37 GMT 2025","TestStore","test_store","",""
"","293","test_find_purchase_order_by_id","tests","Sat Jan 18 01:26:37 GMT 2025","passed","Sat Jan 18 01:26:37 GMT 2025","TestStore","test_store","",""
"","301","test_update_user","tests","Sat Jan 18 01:26:39 GMT 2025","passed","Sat Jan 18 01:26:39 GMT 2025","TestUser","test_user","",""
"","304","test_create_users_with_array","tests","Sat Jan 18 01:26:38 GMT 2025","passed","Sat Jan 18 01:26:38 GMT 2025","TestUser","test_user","",""
"","302","test_get_pet_by_id","tests","Sat Jan 18 01:26:35 GMT 2025","passed","Sat Jan 18 01:26:36 GMT 2025","TestPet","test_pet","",""
"","470","test_add_pet","tests","Sat Jan 18 01:26:35 GMT 2025","passed","Sat Jan 18 01:26:35 GMT 2025","TestPet","test_pet","",""
