"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 26 06:33:27 GMT 2024","Sat Oct 26 06:33:28 GMT 2024","278","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Sat Oct 26 06:33:31 GMT 2024","Sat Oct 26 06:33:31 GMT 2024","262","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Sat Oct 26 06:33:24 GMT 2024","Sat Oct 26 06:33:27 GMT 2024","2974","tests","test_pet","TestPet","","","test_add_pet",""
"passed","Sat Oct 26 06:33:34 GMT 2024","Sat Oct 26 06:33:34 GMT 2024","260","tests","test_user","TestUser","","","test_logout_user",""
"passed","Sat Oct 26 06:33:32 GMT 2024","Sat Oct 26 06:33:32 GMT 2024","259","tests","test_store","TestStore","","","test_get_inventory",""
"passed","Sat Oct 26 06:33:31 GMT 2024","Sat Oct 26 06:33:32 GMT 2024","256","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
"passed","Sat Oct 26 06:33:29 GMT 2024","Sat Oct 26 06:33:30 GMT 2024","260","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Sat Oct 26 06:33:34 GMT 2024","Sat Oct 26 06:33:34 GMT 2024","276","tests","test_user","TestUser","","","test_login_user",""
"passed","Sat Oct 26 06:33:28 GMT 2024","Sat Oct 26 06:33:29 GMT 2024","1301","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Sat Oct 26 06:33:30 GMT 2024","Sat Oct 26 06:33:31 GMT 2024","1267","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
"failed","Sat Oct 26 06:33:33 GMT 2024","Sat Oct 26 06:33:34 GMT 2024","1319","tests","test_user","TestUser","","","test_get_user_by_username",""
"passed","Sat Oct 26 06:33:32 GMT 2024","Sat Oct 26 06:33:32 GMT 2024","264","tests","test_user","TestUser","","","test_create_users_with_array",""
"passed","Sat Oct 26 06:33:34 GMT 2024","Sat Oct 26 06:33:35 GMT 2024","266","tests","test_user","TestUser","","","test_create_user",""
"passed","Sat Oct 26 06:33:35 GMT 2024","Sat Oct 26 06:33:37 GMT 2024","1271","tests","test_user","TestUser","","","test_delete_user",""
"broken","Sat Oct 26 06:33:29 GMT 2024","Sat Oct 26 06:33:29 GMT 2024","322","tests","test_pet","TestPet","","","test_delete_pet",""
"passed","Sat Oct 26 06:33:31 GMT 2024","Sat Oct 26 06:33:31 GMT 2024","265","tests","test_store","TestStore","","","test_place_order",""
"passed","Sat Oct 26 06:33:34 GMT 2024","Sat Oct 26 06:33:35 GMT 2024","1293","tests","test_user","TestUser","","","test_update_user",""
"passed","Sat Oct 26 06:33:32 GMT 2024","Sat Oct 26 06:33:32 GMT 2024","259","tests","test_store","TestStore","","","test_delete_order",""
"passed","Sat Oct 26 06:33:32 GMT 2024","Sat Oct 26 06:33:33 GMT 2024","258","tests","test_user","TestUser","","","test_create_users_with_list",""
