"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","290","test_login_user","tests","Wed Oct 30 01:40:04 GMT 2024","passed","Wed Oct 30 01:40:04 GMT 2024","TestUser","test_user","",""
"","290","test_find_pets_by_status","tests","Wed Oct 30 01:40:00 GMT 2024","passed","Wed Oct 30 01:40:01 GMT 2024","TestPet","test_pet","",""
"","292","test_find_pets_by_tags","tests","Wed Oct 30 01:40:01 GMT 2024","passed","Wed Oct 30 01:40:01 GMT 2024","TestPet","test_pet","",""
"","296","test_upload_image","tests","Wed Oct 30 01:40:01 GMT 2024","passed","Wed Oct 30 01:40:01 GMT 2024","TestPet","test_pet","",""
"","292","test_create_users_with_list","tests","Wed Oct 30 01:40:03 GMT 2024","passed","Wed Oct 30 01:40:03 GMT 2024","TestUser","test_user","",""
"","291","test_create_user","tests","Wed Oct 30 01:40:04 GMT 2024","passed","Wed Oct 30 01:40:05 GMT 2024","TestUser","test_user","",""
"","291","test_delete_pet","tests","Wed Oct 30 01:40:00 GMT 2024","passed","Wed Oct 30 01:40:00 GMT 2024","TestPet","test_pet","",""
"","289","test_get_user_by_username","tests","Wed Oct 30 01:40:03 GMT 2024","passed","Wed Oct 30 01:40:03 GMT 2024","TestUser","test_user","",""
"","290","test_find_purchase_order_by_id","tests","Wed Oct 30 01:40:01 GMT 2024","passed","Wed Oct 30 01:40:02 GMT 2024","TestStore","test_store","",""
"","1291","test_add_pet","tests","Wed Oct 30 01:39:58 GMT 2024","passed","Wed Oct 30 01:39:59 GMT 2024","TestPet","test_pet","",""
"","295","test_create_users_with_array","tests","Wed Oct 30 01:40:02 GMT 2024","passed","Wed Oct 30 01:40:03 GMT 2024","TestUser","test_user","",""
"","299","test_logout_user","tests","Wed Oct 30 01:40:04 GMT 2024","passed","Wed Oct 30 01:40:04 GMT 2024","TestUser","test_user","",""
"","290","test_delete_order","tests","Wed Oct 30 01:40:02 GMT 2024","passed","Wed Oct 30 01:40:02 GMT 2024","TestStore","test_store","",""
"","292","test_get_pet_by_id","tests","Wed Oct 30 01:40:00 GMT 2024","passed","Wed Oct 30 01:40:00 GMT 2024","TestPet","test_pet","",""
"","297","test_update_pet","tests","Wed Oct 30 01:39:59 GMT 2024","passed","Wed Oct 30 01:40:00 GMT 2024","TestPet","test_pet","",""
"","293","test_delete_user","tests","Wed Oct 30 01:40:04 GMT 2024","passed","Wed Oct 30 01:40:04 GMT 2024","TestUser","test_user","",""
"","292","test_get_inventory","tests","Wed Oct 30 01:40:02 GMT 2024","passed","Wed Oct 30 01:40:02 GMT 2024","TestStore","test_store","",""
"","291","test_update_user","tests","Wed Oct 30 01:40:03 GMT 2024","passed","Wed Oct 30 01:40:04 GMT 2024","TestUser","test_user","",""
"","292","test_place_order","tests","Wed Oct 30 01:40:01 GMT 2024","passed","Wed Oct 30 01:40:01 GMT 2024","TestStore","test_store","",""
