"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","274","test_get_user_by_username","tests","Thu Feb 06 01:38:34 GMT 2025","passed","Thu Feb 06 01:38:35 GMT 2025","TestUser","test_user","",""
"","282","test_create_user","tests","Thu Feb 06 01:38:36 GMT 2025","passed","Thu Feb 06 01:38:36 GMT 2025","TestUser","test_user","",""
"","267","test_find_pets_by_tags","tests","Thu Feb 06 01:38:32 GMT 2025","passed","Thu Feb 06 01:38:32 GMT 2025","TestPet","test_pet","",""
"","275","test_place_order","tests","Thu Feb 06 01:38:33 GMT 2025","passed","Thu Feb 06 01:38:33 GMT 2025","TestStore","test_store","",""
"","289","test_create_users_with_array","tests","Thu Feb 06 01:38:34 GMT 2025","passed","Thu Feb 06 01:38:34 GMT 2025","TestUser","test_user","",""
"","267","test_get_inventory","tests","Thu Feb 06 01:38:33 GMT 2025","passed","Thu Feb 06 01:38:34 GMT 2025","TestStore","test_store","",""
"","253","test_delete_order","tests","Thu Feb 06 01:38:33 GMT 2025","passed","Thu Feb 06 01:38:33 GMT 2025","TestStore","test_store","",""
"","280","test_update_user","tests","Thu Feb 06 01:38:35 GMT 2025","passed","Thu Feb 06 01:38:35 GMT 2025","TestUser","test_user","",""
"","286","test_logout_user","tests","Thu Feb 06 01:38:35 GMT 2025","passed","Thu Feb 06 01:38:36 GMT 2025","TestUser","test_user","",""
"","326","test_upload_image","tests","Thu Feb 06 01:38:32 GMT 2025","passed","Thu Feb 06 01:38:33 GMT 2025","TestPet","test_pet","",""
"","273","test_login_user","tests","Thu Feb 06 01:38:35 GMT 2025","passed","Thu Feb 06 01:38:35 GMT 2025","TestUser","test_user","",""
"","272","test_update_pet","tests","Thu Feb 06 01:38:31 GMT 2025","passed","Thu Feb 06 01:38:31 GMT 2025","TestPet","test_pet","",""
"","549","test_add_pet","tests","Thu Feb 06 01:38:30 GMT 2025","passed","Thu Feb 06 01:38:31 GMT 2025","TestPet","test_pet","",""
"","271","test_find_pets_by_status","tests","Thu Feb 06 01:38:32 GMT 2025","passed","Thu Feb 06 01:38:32 GMT 2025","TestPet","test_pet","",""
"","268","test_find_purchase_order_by_id","tests","Thu Feb 06 01:38:33 GMT 2025","passed","Thu Feb 06 01:38:33 GMT 2025","TestStore","test_store","",""
"","281","test_create_users_with_list","tests","Thu Feb 06 01:38:34 GMT 2025","passed","Thu Feb 06 01:38:34 GMT 2025","TestUser","test_user","",""
"","281","test_get_pet_by_id","tests","Thu Feb 06 01:38:31 GMT 2025","passed","Thu Feb 06 01:38:31 GMT 2025","TestPet","test_pet","",""
"","272","test_delete_user","tests","Thu Feb 06 01:38:35 GMT 2025","passed","Thu Feb 06 01:38:35 GMT 2025","TestUser","test_user","",""
"","279","test_delete_pet","tests","Thu Feb 06 01:38:31 GMT 2025","passed","Thu Feb 06 01:38:32 GMT 2025","TestPet","test_pet","",""
