"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","128","test_update_user","tests","Tue Apr 08 01:47:13 GMT 2025","broken","Tue Apr 08 01:47:13 GMT 2025","TestUser","test_user","",""
"","130","test_add_pet","tests","Tue Apr 08 01:47:10 GMT 2025","broken","Tue Apr 08 01:47:10 GMT 2025","TestPet","test_pet","",""
"","127","test_create_user","tests","Tue Apr 08 01:47:14 GMT 2025","broken","Tue Apr 08 01:47:14 GMT 2025","TestUser","test_user","",""
"","130","test_get_inventory","tests","Tue Apr 08 01:47:12 GMT 2025","broken","Tue Apr 08 01:47:12 GMT 2025","TestStore","test_store","",""
"","131","test_delete_order","tests","Tue Apr 08 01:47:12 GMT 2025","broken","Tue Apr 08 01:47:12 GMT 2025","TestStore","test_store","",""
"","127","test_create_users_with_array","tests","Tue Apr 08 01:47:13 GMT 2025","broken","Tue Apr 08 01:47:13 GMT 2025","TestUser","test_user","",""
"","127","test_upload_image","tests","Tue Apr 08 01:47:11 GMT 2025","broken","Tue Apr 08 01:47:12 GMT 2025","TestPet","test_pet","",""
"","129","test_update_pet","tests","Tue Apr 08 01:47:10 GMT 2025","broken","Tue Apr 08 01:47:10 GMT 2025","TestPet","test_pet","",""
"","129","test_login_user","tests","Tue Apr 08 01:47:14 GMT 2025","broken","Tue Apr 08 01:47:14 GMT 2025","TestUser","test_user","",""
"","128","test_find_pets_by_tags","tests","Tue Apr 08 01:47:11 GMT 2025","broken","Tue Apr 08 01:47:11 GMT 2025","TestPet","test_pet","",""
"","129","test_delete_user","tests","Tue Apr 08 01:47:14 GMT 2025","broken","Tue Apr 08 01:47:14 GMT 2025","TestUser","test_user","",""
"","134","test_get_pet_by_id","tests","Tue Apr 08 01:47:10 GMT 2025","broken","Tue Apr 08 01:47:11 GMT 2025","TestPet","test_pet","",""
"","128","test_find_purchase_order_by_id","tests","Tue Apr 08 01:47:12 GMT 2025","broken","Tue Apr 08 01:47:12 GMT 2025","TestStore","test_store","",""
"","129","test_create_users_with_list","tests","Tue Apr 08 01:47:13 GMT 2025","broken","Tue Apr 08 01:47:13 GMT 2025","TestUser","test_user","",""
"","131","test_logout_user","tests","Tue Apr 08 01:47:14 GMT 2025","broken","Tue Apr 08 01:47:14 GMT 2025","TestUser","test_user","",""
"","129","test_place_order","tests","Tue Apr 08 01:47:12 GMT 2025","broken","Tue Apr 08 01:47:12 GMT 2025","TestStore","test_store","",""
"","132","test_find_pets_by_status","tests","Tue Apr 08 01:47:11 GMT 2025","broken","Tue Apr 08 01:47:11 GMT 2025","TestPet","test_pet","",""
"","129","test_get_user_by_username","tests","Tue Apr 08 01:47:13 GMT 2025","broken","Tue Apr 08 01:47:13 GMT 2025","TestUser","test_user","",""
"","129","test_delete_pet","tests","Tue Apr 08 01:47:11 GMT 2025","broken","Tue Apr 08 01:47:11 GMT 2025","TestPet","test_pet","",""
