"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 24 01:38:47 GMT 2024","Thu Oct 24 01:38:48 GMT 2024","1281","tests","test_store","TestStore","","","test_place_order",""
"passed","Thu Oct 24 01:38:57 GMT 2024","Thu Oct 24 01:38:59 GMT 2024","1275","tests","test_user","TestUser","","","test_delete_user",""
"passed","Thu Oct 24 01:38:50 GMT 2024","Thu Oct 24 01:38:51 GMT 2024","1278","tests","test_store","TestStore","","","test_delete_order",""
"passed","Thu Oct 24 01:38:52 GMT 2024","Thu Oct 24 01:38:53 GMT 2024","1279","tests","test_user","TestUser","","","test_create_users_with_array",""
"passed","Thu Oct 24 01:38:38 GMT 2024","Thu Oct 24 01:38:39 GMT 2024","1284","tests","test_pet","TestPet","","","test_add_pet",""
"passed","Thu Oct 24 01:38:43 GMT 2024","Thu Oct 24 01:38:44 GMT 2024","1304","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Thu Oct 24 01:38:41 GMT 2024","Thu Oct 24 01:38:42 GMT 2024","1274","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Thu Oct 24 01:38:44 GMT 2024","Thu Oct 24 01:38:46 GMT 2024","1285","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
"passed","Thu Oct 24 01:38:59 GMT 2024","Thu Oct 24 01:39:00 GMT 2024","1278","tests","test_user","TestUser","","","test_login_user",""
"passed","Thu Oct 24 01:38:56 GMT 2024","Thu Oct 24 01:38:57 GMT 2024","1280","tests","test_user","TestUser","","","test_update_user",""
"passed","Thu Oct 24 01:38:42 GMT 2024","Thu Oct 24 01:38:43 GMT 2024","1276","tests","test_pet","TestPet","","","test_delete_pet",""
"passed","Thu Oct 24 01:38:51 GMT 2024","Thu Oct 24 01:38:52 GMT 2024","1275","tests","test_store","TestStore","","","test_get_inventory",""
"passed","Thu Oct 24 01:39:00 GMT 2024","Thu Oct 24 01:39:01 GMT 2024","1287","tests","test_user","TestUser","","","test_logout_user",""
"passed","Thu Oct 24 01:38:53 GMT 2024","Thu Oct 24 01:38:55 GMT 2024","1279","tests","test_user","TestUser","","","test_create_users_with_list",""
"passed","Thu Oct 24 01:38:48 GMT 2024","Thu Oct 24 01:38:50 GMT 2024","1276","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
"passed","Thu Oct 24 01:39:01 GMT 2024","Thu Oct 24 01:39:02 GMT 2024","1271","tests","test_user","TestUser","","","test_create_user",""
"passed","Thu Oct 24 01:38:46 GMT 2024","Thu Oct 24 01:38:47 GMT 2024","1279","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Thu Oct 24 01:38:39 GMT 2024","Thu Oct 24 01:38:41 GMT 2024","1282","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Thu Oct 24 01:38:55 GMT 2024","Thu Oct 24 01:38:56 GMT 2024","1278","tests","test_user","TestUser","","","test_get_user_by_username",""
