"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 27 01:44:53 GMT 2024","Sun Oct 27 01:44:53 GMT 2024","349","tests","test_user","TestUser","","","test_create_user",""
"passed","Sun Oct 27 01:44:51 GMT 2024","Sun Oct 27 01:44:52 GMT 2024","349","tests","test_user","TestUser","","","test_update_user",""
"passed","Sun Oct 27 01:44:52 GMT 2024","Sun Oct 27 01:44:53 GMT 2024","349","tests","test_user","TestUser","","","test_logout_user",""
"passed","Sun Oct 27 01:44:47 GMT 2024","Sun Oct 27 01:44:47 GMT 2024","345","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Sun Oct 27 01:44:52 GMT 2024","Sun Oct 27 01:44:52 GMT 2024","359","tests","test_user","TestUser","","","test_login_user",""
"passed","Sun Oct 27 01:44:50 GMT 2024","Sun Oct 27 01:44:50 GMT 2024","344","tests","test_user","TestUser","","","test_create_users_with_array",""
"passed","Sun Oct 27 01:44:47 GMT 2024","Sun Oct 27 01:44:47 GMT 2024","359","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Sun Oct 27 01:44:47 GMT 2024","Sun Oct 27 01:44:48 GMT 2024","359","tests","test_pet","TestPet","","","test_delete_pet",""
"passed","Sun Oct 27 01:44:49 GMT 2024","Sun Oct 27 01:44:49 GMT 2024","358","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
"passed","Sun Oct 27 01:44:49 GMT 2024","Sun Oct 27 01:44:49 GMT 2024","361","tests","test_store","TestStore","","","test_place_order",""
"passed","Sun Oct 27 01:44:50 GMT 2024","Sun Oct 27 01:44:51 GMT 2024","350","tests","test_user","TestUser","","","test_create_users_with_list",""
"passed","Sun Oct 27 01:44:48 GMT 2024","Sun Oct 27 01:44:48 GMT 2024","352","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Sun Oct 27 01:44:49 GMT 2024","Sun Oct 27 01:44:50 GMT 2024","342","tests","test_store","TestStore","","","test_delete_order",""
"passed","Sun Oct 27 01:44:51 GMT 2024","Sun Oct 27 01:44:51 GMT 2024","357","tests","test_user","TestUser","","","test_get_user_by_username",""
"passed","Sun Oct 27 01:44:45 GMT 2024","Sun Oct 27 01:44:47 GMT 2024","1384","tests","test_pet","TestPet","","","test_add_pet",""
"passed","Sun Oct 27 01:44:52 GMT 2024","Sun Oct 27 01:44:52 GMT 2024","348","tests","test_user","TestUser","","","test_delete_user",""
"passed","Sun Oct 27 01:44:48 GMT 2024","Sun Oct 27 01:44:49 GMT 2024","358","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Sun Oct 27 01:44:50 GMT 2024","Sun Oct 27 01:44:50 GMT 2024","349","tests","test_store","TestStore","","","test_get_inventory",""
"passed","Sun Oct 27 01:44:48 GMT 2024","Sun Oct 27 01:44:48 GMT 2024","359","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
