"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 18:20:56 GMT 2024","Wed Oct 23 18:20:56 GMT 2024","302","tests","test_store","TestStore","","","test_delete_order",""
"passed","Wed Oct 23 18:20:53 GMT 2024","Wed Oct 23 18:20:53 GMT 2024","299","tests","test_pet","TestPet","","","test_delete_pet",""
"failed","Wed Oct 23 18:20:57 GMT 2024","Wed Oct 23 18:20:57 GMT 2024","300","tests","test_user","TestUser","","","test_get_user_by_username",""
"passed","Wed Oct 23 18:20:59 GMT 2024","Wed Oct 23 18:20:59 GMT 2024","296","tests","test_user","TestUser","","","test_login_user",""
"passed","Wed Oct 23 18:20:59 GMT 2024","Wed Oct 23 18:20:59 GMT 2024","299","tests","test_user","TestUser","","","test_delete_user",""
"passed","Wed Oct 23 18:20:57 GMT 2024","Wed Oct 23 18:20:59 GMT 2024","1305","tests","test_user","TestUser","","","test_update_user",""
"passed","Wed Oct 23 18:20:51 GMT 2024","Wed Oct 23 18:20:52 GMT 2024","1324","tests","test_pet","TestPet","","","test_add_pet",""
"passed","Wed Oct 23 18:20:56 GMT 2024","Wed Oct 23 18:20:56 GMT 2024","300","tests","test_store","TestStore","","","test_get_inventory",""
"passed","Wed Oct 23 18:20:59 GMT 2024","Wed Oct 23 18:20:59 GMT 2024","299","tests","test_user","TestUser","","","test_logout_user",""
"passed","Wed Oct 23 18:20:53 GMT 2024","Wed Oct 23 18:20:53 GMT 2024","301","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Wed Oct 23 18:20:59 GMT 2024","Wed Oct 23 18:21:00 GMT 2024","301","tests","test_user","TestUser","","","test_create_user",""
"passed","Wed Oct 23 18:20:53 GMT 2024","Wed Oct 23 18:20:54 GMT 2024","297","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Wed Oct 23 18:20:54 GMT 2024","Wed Oct 23 18:20:54 GMT 2024","301","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Wed Oct 23 18:20:52 GMT 2024","Wed Oct 23 18:20:53 GMT 2024","301","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Wed Oct 23 18:20:56 GMT 2024","Wed Oct 23 18:20:57 GMT 2024","301","tests","test_user","TestUser","","","test_create_users_with_array",""
"passed","Wed Oct 23 18:20:54 GMT 2024","Wed Oct 23 18:20:54 GMT 2024","300","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
"passed","Wed Oct 23 18:20:57 GMT 2024","Wed Oct 23 18:20:57 GMT 2024","304","tests","test_user","TestUser","","","test_create_users_with_list",""
"passed","Wed Oct 23 18:20:54 GMT 2024","Wed Oct 23 18:20:54 GMT 2024","302","tests","test_store","TestStore","","","test_place_order",""
"passed","Wed Oct 23 18:20:54 GMT 2024","Wed Oct 23 18:20:56 GMT 2024","1325","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
