"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","401","test_add_pet","tests","Fri Jan 24 01:36:49 GMT 2025","passed","Fri Jan 24 01:36:50 GMT 2025","TestPet","test_pet","",""
"","401","test_upload_image","tests","Fri Jan 24 01:36:52 GMT 2025","passed","Fri Jan 24 01:36:52 GMT 2025","TestPet","test_pet","",""
"","400","test_find_pets_by_status","tests","Fri Jan 24 01:36:51 GMT 2025","passed","Fri Jan 24 01:36:51 GMT 2025","TestPet","test_pet","",""
"","402","test_logout_user","tests","Fri Jan 24 01:36:56 GMT 2025","passed","Fri Jan 24 01:36:57 GMT 2025","TestUser","test_user","",""
"","399","test_delete_user","tests","Fri Jan 24 01:36:55 GMT 2025","passed","Fri Jan 24 01:36:56 GMT 2025","TestUser","test_user","",""
"","399","test_delete_pet","tests","Fri Jan 24 01:36:51 GMT 2025","passed","Fri Jan 24 01:36:51 GMT 2025","TestPet","test_pet","",""
"","398","test_find_pets_by_tags","tests","Fri Jan 24 01:36:51 GMT 2025","passed","Fri Jan 24 01:36:52 GMT 2025","TestPet","test_pet","",""
"","400","test_update_user","tests","Fri Jan 24 01:36:55 GMT 2025","passed","Fri Jan 24 01:36:55 GMT 2025","TestUser","test_user","",""
"","397","test_get_pet_by_id","tests","Fri Jan 24 01:36:50 GMT 2025","passed","Fri Jan 24 01:36:51 GMT 2025","TestPet","test_pet","",""
"","400","test_delete_order","tests","Fri Jan 24 01:36:53 GMT 2025","passed","Fri Jan 24 01:36:53 GMT 2025","TestStore","test_store","",""
"","399","test_create_users_with_list","tests","Fri Jan 24 01:36:54 GMT 2025","passed","Fri Jan 24 01:36:55 GMT 2025","TestUser","test_user","",""
"","397","test_login_user","tests","Fri Jan 24 01:36:56 GMT 2025","passed","Fri Jan 24 01:36:56 GMT 2025","TestUser","test_user","",""
"","399","test_get_inventory","tests","Fri Jan 24 01:36:53 GMT 2025","passed","Fri Jan 24 01:36:54 GMT 2025","TestStore","test_store","",""
"","401","test_update_pet","tests","Fri Jan 24 01:36:50 GMT 2025","passed","Fri Jan 24 01:36:50 GMT 2025","TestPet","test_pet","",""
"","401","test_create_user","tests","Fri Jan 24 01:36:57 GMT 2025","passed","Fri Jan 24 01:36:57 GMT 2025","TestUser","test_user","",""
"","400","test_find_purchase_order_by_id","tests","Fri Jan 24 01:36:53 GMT 2025","passed","Fri Jan 24 01:36:53 GMT 2025","TestStore","test_store","",""
"","398","test_get_user_by_username","tests","Fri Jan 24 01:36:55 GMT 2025","passed","Fri Jan 24 01:36:55 GMT 2025","TestUser","test_user","",""
"","403","test_create_users_with_array","tests","Fri Jan 24 01:36:54 GMT 2025","passed","Fri Jan 24 01:36:54 GMT 2025","TestUser","test_user","",""
"","400","test_place_order","tests","Fri Jan 24 01:36:52 GMT 2025","passed","Fri Jan 24 01:36:53 GMT 2025","TestStore","test_store","",""
