"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","393","test_login_user","tests","Tue Jan 07 04:38:16 GMT 2025","passed","Tue Jan 07 04:38:16 GMT 2025","TestUser","test_user","",""
"","397","test_create_users_with_array","tests","Tue Jan 07 04:38:14 GMT 2025","passed","Tue Jan 07 04:38:14 GMT 2025","TestUser","test_user","",""
"","415","test_update_pet","tests","Tue Jan 07 04:38:10 GMT 2025","passed","Tue Jan 07 04:38:10 GMT 2025","TestPet","test_pet","",""
"","407","test_place_order","tests","Tue Jan 07 04:38:12 GMT 2025","passed","Tue Jan 07 04:38:13 GMT 2025","TestStore","test_store","",""
"","409","test_create_users_with_list","tests","Tue Jan 07 04:38:14 GMT 2025","passed","Tue Jan 07 04:38:15 GMT 2025","TestUser","test_user","",""
"","409","test_find_pets_by_status","tests","Tue Jan 07 04:38:11 GMT 2025","passed","Tue Jan 07 04:38:11 GMT 2025","TestPet","test_pet","",""
"","392","test_find_purchase_order_by_id","tests","Tue Jan 07 04:38:13 GMT 2025","passed","Tue Jan 07 04:38:13 GMT 2025","TestStore","test_store","",""
"","403","test_find_pets_by_tags","tests","Tue Jan 07 04:38:11 GMT 2025","passed","Tue Jan 07 04:38:12 GMT 2025","TestPet","test_pet","",""
"","399","test_get_pet_by_id","tests","Tue Jan 07 04:38:10 GMT 2025","passed","Tue Jan 07 04:38:10 GMT 2025","TestPet","test_pet","",""
"","488","test_add_pet","tests","Tue Jan 07 04:38:09 GMT 2025","passed","Tue Jan 07 04:38:10 GMT 2025","TestPet","test_pet","",""
"","413","test_upload_image","tests","Tue Jan 07 04:38:12 GMT 2025","passed","Tue Jan 07 04:38:12 GMT 2025","TestPet","test_pet","",""
"","393","test_get_inventory","tests","Tue Jan 07 04:38:13 GMT 2025","passed","Tue Jan 07 04:38:14 GMT 2025","TestStore","test_store","",""
"","396","test_delete_order","tests","Tue Jan 07 04:38:13 GMT 2025","passed","Tue Jan 07 04:38:13 GMT 2025","TestStore","test_store","",""
"","409","test_delete_user","tests","Tue Jan 07 04:38:15 GMT 2025","passed","Tue Jan 07 04:38:16 GMT 2025","TestUser","test_user","",""
"","397","test_get_user_by_username","tests","Tue Jan 07 04:38:15 GMT 2025","passed","Tue Jan 07 04:38:15 GMT 2025","TestUser","test_user","",""
"","392","test_delete_pet","tests","Tue Jan 07 04:38:10 GMT 2025","passed","Tue Jan 07 04:38:11 GMT 2025","TestPet","test_pet","",""
"","404","test_update_user","tests","Tue Jan 07 04:38:15 GMT 2025","passed","Tue Jan 07 04:38:15 GMT 2025","TestUser","test_user","",""
"","397","test_logout_user","tests","Tue Jan 07 04:38:16 GMT 2025","passed","Tue Jan 07 04:38:17 GMT 2025","TestUser","test_user","",""
"","394","test_create_user","tests","Tue Jan 07 04:38:17 GMT 2025","passed","Tue Jan 07 04:38:17 GMT 2025","TestUser","test_user","",""
