"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 01:43:17 GMT 2024","Mon Oct 28 01:43:17 GMT 2024","368","tests","test_user","TestUser","","","test_login_user",""
"passed","Mon Oct 28 01:43:12 GMT 2024","Mon Oct 28 01:43:14 GMT 2024","1357","tests","test_user","TestUser","","","test_create_users_with_list",""
"passed","Mon Oct 28 01:43:14 GMT 2024","Mon Oct 28 01:43:15 GMT 2024","1384","tests","test_user","TestUser","","","test_get_user_by_username",""
"passed","Mon Oct 28 01:43:10 GMT 2024","Mon Oct 28 01:43:10 GMT 2024","349","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
"passed","Mon Oct 28 01:43:15 GMT 2024","Mon Oct 28 01:43:17 GMT 2024","1397","tests","test_user","TestUser","","","test_delete_user",""
"passed","Mon Oct 28 01:43:10 GMT 2024","Mon Oct 28 01:43:10 GMT 2024","352","tests","test_store","TestStore","","","test_delete_order",""
"passed","Mon Oct 28 01:43:17 GMT 2024","Mon Oct 28 01:43:18 GMT 2024","349","tests","test_user","TestUser","","","test_create_user",""
"passed","Mon Oct 28 01:43:03 GMT 2024","Mon Oct 28 01:43:03 GMT 2024","348","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Mon Oct 28 01:43:17 GMT 2024","Mon Oct 28 01:43:17 GMT 2024","351","tests","test_user","TestUser","","","test_logout_user",""
"passed","Mon Oct 28 01:43:11 GMT 2024","Mon Oct 28 01:43:12 GMT 2024","1391","tests","test_user","TestUser","","","test_create_users_with_array",""
"passed","Mon Oct 28 01:43:15 GMT 2024","Mon Oct 28 01:43:15 GMT 2024","365","tests","test_user","TestUser","","","test_update_user",""
"passed","Mon Oct 28 01:43:08 GMT 2024","Mon Oct 28 01:43:09 GMT 2024","1414","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Mon Oct 28 01:43:01 GMT 2024","Mon Oct 28 01:43:03 GMT 2024","1850","tests","test_pet","TestPet","","","test_add_pet",""
"passed","Mon Oct 28 01:43:09 GMT 2024","Mon Oct 28 01:43:10 GMT 2024","408","tests","test_store","TestStore","","","test_place_order",""
"passed","Mon Oct 28 01:43:05 GMT 2024","Mon Oct 28 01:43:06 GMT 2024","1384","tests","test_pet","TestPet","","","test_delete_pet",""
"passed","Mon Oct 28 01:43:06 GMT 2024","Mon Oct 28 01:43:08 GMT 2024","1372","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Mon Oct 28 01:43:03 GMT 2024","Mon Oct 28 01:43:05 GMT 2024","1403","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Mon Oct 28 01:43:08 GMT 2024","Mon Oct 28 01:43:08 GMT 2024","375","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
"passed","Mon Oct 28 01:43:10 GMT 2024","Mon Oct 28 01:43:11 GMT 2024","377","tests","test_store","TestStore","","","test_get_inventory",""
