"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 18:00:18 GMT 2024","Wed Oct 23 18:00:19 GMT 2024","1366","tests","test_pet","TestPet","","","test_add_pet",""
"passed","Wed Oct 23 18:00:21 GMT 2024","Wed Oct 23 18:00:22 GMT 2024","1373","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Wed Oct 23 18:00:36 GMT 2024","Wed Oct 23 18:00:38 GMT 2024","1377","tests","test_user","TestUser","","","test_update_user",""
"passed","Wed Oct 23 18:00:26 GMT 2024","Wed Oct 23 18:00:28 GMT 2024","1367","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Wed Oct 23 18:00:24 GMT 2024","Wed Oct 23 18:00:25 GMT 2024","1359","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Wed Oct 23 18:00:39 GMT 2024","Wed Oct 23 18:00:41 GMT 2024","1383","tests","test_user","TestUser","","","test_login_user",""
"passed","Wed Oct 23 18:00:34 GMT 2024","Wed Oct 23 18:00:35 GMT 2024","1375","tests","test_user","TestUser","","","test_create_users_with_list",""
"passed","Wed Oct 23 18:00:41 GMT 2024","Wed Oct 23 18:00:42 GMT 2024","1384","tests","test_user","TestUser","","","test_logout_user",""
"passed","Wed Oct 23 18:00:25 GMT 2024","Wed Oct 23 18:00:26 GMT 2024","1382","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
"failed","Wed Oct 23 18:00:29 GMT 2024","Wed Oct 23 18:00:31 GMT 2024","1371","tests","test_store","TestStore","","","test_delete_order",""
"broken","Wed Oct 23 18:00:38 GMT 2024","Wed Oct 23 18:00:39 GMT 2024","1377","tests","test_user","TestUser","","","test_delete_user",""
"passed","Wed Oct 23 18:00:35 GMT 2024","Wed Oct 23 18:00:35 GMT 2024","355","tests","test_user","TestUser","","","test_get_user_by_username",""
"passed","Wed Oct 23 18:00:28 GMT 2024","Wed Oct 23 18:00:28 GMT 2024","356","tests","test_store","TestStore","","","test_place_order",""
"broken","Wed Oct 23 18:00:22 GMT 2024","Wed Oct 23 18:00:24 GMT 2024","1373","tests","test_pet","TestPet","","","test_delete_pet",""
"passed","Wed Oct 23 18:00:19 GMT 2024","Wed Oct 23 18:00:20 GMT 2024","357","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Wed Oct 23 18:00:31 GMT 2024","Wed Oct 23 18:00:32 GMT 2024","1373","tests","test_store","TestStore","","","test_get_inventory",""
"passed","Wed Oct 23 18:00:28 GMT 2024","Wed Oct 23 18:00:29 GMT 2024","1370","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
"passed","Wed Oct 23 18:00:42 GMT 2024","Wed Oct 23 18:00:43 GMT 2024","1365","tests","test_user","TestUser","","","test_create_user",""
"passed","Wed Oct 23 18:00:32 GMT 2024","Wed Oct 23 18:00:34 GMT 2024","1384","tests","test_user","TestUser","","","test_create_users_with_array",""
