"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 29 01:41:10 GMT 2024","Tue Oct 29 01:41:12 GMT 2024","1371","tests","test_pet","TestPet","","","test_add_pet",""
"passed","Tue Oct 29 01:41:15 GMT 2024","Tue Oct 29 01:41:15 GMT 2024","265","tests","test_user","TestUser","","","test_create_users_with_array",""
"passed","Tue Oct 29 01:41:15 GMT 2024","Tue Oct 29 01:41:15 GMT 2024","272","tests","test_user","TestUser","","","test_get_user_by_username",""
"passed","Tue Oct 29 01:41:13 GMT 2024","Tue Oct 29 01:41:13 GMT 2024","268","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Tue Oct 29 01:41:16 GMT 2024","Tue Oct 29 01:41:16 GMT 2024","263","tests","test_user","TestUser","","","test_login_user",""
"passed","Tue Oct 29 01:41:14 GMT 2024","Tue Oct 29 01:41:14 GMT 2024","264","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
"passed","Tue Oct 29 01:41:15 GMT 2024","Tue Oct 29 01:41:16 GMT 2024","268","tests","test_user","TestUser","","","test_update_user",""
"passed","Tue Oct 29 01:41:12 GMT 2024","Tue Oct 29 01:41:12 GMT 2024","271","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Tue Oct 29 01:41:16 GMT 2024","Tue Oct 29 01:41:16 GMT 2024","265","tests","test_user","TestUser","","","test_logout_user",""
"passed","Tue Oct 29 01:41:13 GMT 2024","Tue Oct 29 01:41:14 GMT 2024","267","tests","test_store","TestStore","","","test_place_order",""
"passed","Tue Oct 29 01:41:13 GMT 2024","Tue Oct 29 01:41:13 GMT 2024","265","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
"passed","Tue Oct 29 01:41:12 GMT 2024","Tue Oct 29 01:41:13 GMT 2024","272","tests","test_pet","TestPet","","","test_delete_pet",""
"passed","Tue Oct 29 01:41:12 GMT 2024","Tue Oct 29 01:41:12 GMT 2024","265","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Tue Oct 29 01:41:14 GMT 2024","Tue Oct 29 01:41:14 GMT 2024","267","tests","test_store","TestStore","","","test_delete_order",""
"passed","Tue Oct 29 01:41:13 GMT 2024","Tue Oct 29 01:41:13 GMT 2024","268","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Tue Oct 29 01:41:15 GMT 2024","Tue Oct 29 01:41:15 GMT 2024","268","tests","test_user","TestUser","","","test_create_users_with_list",""
"passed","Tue Oct 29 01:41:16 GMT 2024","Tue Oct 29 01:41:17 GMT 2024","268","tests","test_user","TestUser","","","test_create_user",""
"passed","Tue Oct 29 01:41:16 GMT 2024","Tue Oct 29 01:41:16 GMT 2024","264","tests","test_user","TestUser","","","test_delete_user",""
"passed","Tue Oct 29 01:41:14 GMT 2024","Tue Oct 29 01:41:15 GMT 2024","267","tests","test_store","TestStore","","","test_get_inventory",""
