"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 17:53:15 GMT 2024","Wed Oct 23 17:53:15 GMT 2024","406","tests","test_user","TestUser","","","test_delete_user",""
"passed","Wed Oct 23 17:53:00 GMT 2024","Wed Oct 23 17:53:02 GMT 2024","1439","tests","test_pet","TestPet","","","test_find_pets_by_tags",""
"passed","Wed Oct 23 17:52:59 GMT 2024","Wed Oct 23 17:53:00 GMT 2024","1467","tests","test_pet","TestPet","","","test_find_pets_by_status",""
"passed","Wed Oct 23 17:53:02 GMT 2024","Wed Oct 23 17:53:03 GMT 2024","1658","tests","test_pet","TestPet","","","test_upload_image",""
"passed","Wed Oct 23 17:53:03 GMT 2024","Wed Oct 23 17:53:05 GMT 2024","1558","tests","test_store","TestStore","","","test_place_order",""
"passed","Wed Oct 23 17:53:05 GMT 2024","Wed Oct 23 17:53:06 GMT 2024","1408","tests","test_store","TestStore","","","test_find_purchase_order_by_id",""
"passed","Wed Oct 23 17:53:17 GMT 2024","Wed Oct 23 17:53:18 GMT 2024","1399","tests","test_user","TestUser","","","test_logout_user",""
"passed","Wed Oct 23 17:53:06 GMT 2024","Wed Oct 23 17:53:08 GMT 2024","1433","tests","test_store","TestStore","","","test_delete_order",""
"passed","Wed Oct 23 17:53:09 GMT 2024","Wed Oct 23 17:53:11 GMT 2024","1432","tests","test_user","TestUser","","","test_create_users_with_array",""
"passed","Wed Oct 23 17:53:14 GMT 2024","Wed Oct 23 17:53:15 GMT 2024","1391","tests","test_user","TestUser","","","test_update_user",""
"passed","Wed Oct 23 17:53:15 GMT 2024","Wed Oct 23 17:53:17 GMT 2024","1424","tests","test_user","TestUser","","","test_login_user",""
"passed","Wed Oct 23 17:52:54 GMT 2024","Wed Oct 23 17:52:56 GMT 2024","1502","tests","test_pet","TestPet","","","test_update_pet",""
"passed","Wed Oct 23 17:52:56 GMT 2024","Wed Oct 23 17:52:57 GMT 2024","1508","tests","test_pet","TestPet","","","test_get_pet_by_id",""
"passed","Wed Oct 23 17:52:57 GMT 2024","Wed Oct 23 17:52:59 GMT 2024","1476","tests","test_pet","TestPet","","","test_delete_pet",""
"passed","Wed Oct 23 17:53:08 GMT 2024","Wed Oct 23 17:53:09 GMT 2024","1441","tests","test_store","TestStore","","","test_get_inventory",""
"passed","Wed Oct 23 17:53:12 GMT 2024","Wed Oct 23 17:53:14 GMT 2024","1429","tests","test_user","TestUser","","","test_get_user_by_username",""
"passed","Wed Oct 23 17:53:18 GMT 2024","Wed Oct 23 17:53:20 GMT 2024","1423","tests","test_user","TestUser","","","test_create_user",""
"passed","Wed Oct 23 17:53:11 GMT 2024","Wed Oct 23 17:53:12 GMT 2024","1424","tests","test_user","TestUser","","","test_create_users_with_list",""
"passed","Wed Oct 23 17:52:50 GMT 2024","Wed Oct 23 17:52:54 GMT 2024","4615","tests","test_pet","TestPet","","","test_add_pet",""
